price,rating,reviews,room_type,accommodates,bedrooms,minimum_stay,neighborhood,district,walk_score,transit_score,bike_score
129,4.5,8,Entire home/apt,8,3,5,Logan Square,North,88,68,81
40,5,21,Private room,2,1,2,Logan Square,North,88,68,81
50,5,24,Private room,2,1,1,Logan Square,North,88,68,81
65,4.5,51,Private room,2,1,2,Logan Square,North,88,68,81
40,4.5,42,Private room,1,1,2,Logan Square,North,88,68,81
31,5,22,Private room,2,1,1,Logan Square,North,88,68,81
100,5,6,Entire home/apt,6,2,1,Logan Square,North,88,68,81
80,5,101,Private room,2,1,2,Logan Square,North,88,68,81
150,5,45,Entire home/apt,7,3,2,Logan Square,North,88,68,81
56,5,5,Entire home/apt,2,1,3,Logan Square,North,88,68,81
125,5,16,Entire home/apt,4,2,2,Logan Square,North,88,68,81
44,5,28,Private room,1,1,1,Logan Square,North,88,68,81
179,4.5,77,Entire home/apt,6,3,3,Logan Square,North,88,68,81
95,4.5,7,Entire home/apt,2,1,3,Logan Square,North,88,68,81
40,5,4,Private room,2,1,NA,Logan Square,North,88,68,81
149,4.5,61,Entire home/apt,6,2,NA,Logan Square,North,88,68,81
88,4.5,41,Entire home/apt,4,2,2,Logan Square,North,88,68,81
70,5,111,Entire home/apt,3,0,1,Logan Square,North,88,68,81
69,4.5,60,Private room,2,1,2,Logan Square,North,88,68,81
109,4.5,3,Entire home/apt,4,2,2,Logan Square,North,88,68,81
90,5,3,Entire home/apt,4,2,2,Logan Square,North,88,68,81
45,4.5,54,Private room,2,1,1,Logan Square,North,88,68,81
60,5,37,Private room,2,1,1,Logan Square,North,88,68,81
35,4.5,74,Private room,6,1,1,Logan Square,North,88,68,81
100,4.5,32,Entire home/apt,2,1,2,Logan Square,North,88,68,81
160,5,55,Entire home/apt,2,1,2,Logan Square,North,88,68,81
50,5,46,Private room,2,1,2,Logan Square,North,88,68,81
40,4.5,60,Private room,1,1,4,Logan Square,North,88,68,81
100,5,16,Private room,2,1,1,Logan Square,North,88,68,81
135,4.5,40,Entire home/apt,12,3,NA,Logan Square,North,88,68,81
295,5,3,Entire home/apt,4,2,2,Logan Square,North,88,68,81
80,5,12,Entire home/apt,4,1,1,Logan Square,North,88,68,81
1000,5,30,Entire home/apt,16,7,1,Logan Square,North,88,68,81
40,5,89,Private room,2,1,NA,Logan Square,North,88,68,81
35,4.5,11,Private room,4,1,1,Logan Square,North,88,68,81
25,5,3,Private room,2,1,1,Logan Square,North,88,68,81
55,4.5,16,Private room,2,1,1,Logan Square,North,88,68,81
81,5,9,Entire home/apt,5,2,2,Logan Square,North,88,68,81
90,5,27,Entire home/apt,6,1,3,Logan Square,North,88,68,81
180,4.5,3,Entire home/apt,6,2,2,Logan Square,North,88,68,81
200,5,4,Entire home/apt,5,2,2,Logan Square,North,88,68,81
87,5,10,Private room,2,1,2,Logan Square,North,88,68,81
99,5,20,Entire home/apt,5,1,2,Logan Square,North,88,68,81
55,5,41,Private room,2,1,2,Logan Square,North,88,68,81
59,4.5,13,Entire home/apt,3,1,1,Logan Square,North,88,68,81
75,5,8,Entire home/apt,4,2,3,Logan Square,North,88,68,81
100,5,6,Entire home/apt,4,1,1,Logan Square,North,88,68,81
90,5,5,Entire home/apt,3,1,3,Logan Square,North,88,68,81
65,4,5,Private room,2,1,1,Logan Square,North,88,68,81
38,4,3,Private room,2,1,5,Logan Square,North,88,68,81
60,5,22,Entire home/apt,3,2,1,Logan Square,North,88,68,81
58,4.5,24,Private room,2,1,1,Logan Square,North,88,68,81
100,4,18,Private room,2,1,1,Logan Square,North,88,68,81
55,4.5,4,Private room,2,1,1,Logan Square,North,88,68,81
57,4.5,18,Private room,2,1,3,Logan Square,North,88,68,81
95,5,99,Private room,2,1,1,Logan Square,North,88,68,81
145,5,11,Entire home/apt,4,2,1,Logan Square,North,88,68,81
75,5,11,Private room,2,1,2,Logan Square,North,88,68,81
56,5,52,Private room,2,1,1,Logan Square,North,88,68,81
37,5,17,Private room,1,1,1,Logan Square,North,88,68,81
80,5,10,Entire home/apt,2,1,1,Logan Square,North,88,68,81
165,5,4,Entire home/apt,6,2,NA,Logan Square,North,88,68,81
48,5,16,Private room,2,1,1,Logan Square,North,88,68,81
65,4.5,13,Private room,2,1,1,Logan Square,North,88,68,81
269,4.5,3,Entire home/apt,5,3,2,Logan Square,North,88,68,81
135,5,8,Entire home/apt,3,1,2,Logan Square,North,88,68,81
99,5,37,Entire home/apt,2,2,2,Logan Square,North,88,68,81
70,4.5,10,Private room,2,1,1,Logan Square,North,88,68,81
99,4,9,Entire home/apt,3,1,1,Logan Square,North,88,68,81
100,5,17,Private room,2,1,1,Logan Square,North,88,68,81
29,4.5,37,Private room,1,1,1,Logan Square,North,88,68,81
75,5,17,Private room,2,1,1,Logan Square,North,88,68,81
125,4.5,92,Entire home/apt,4,2,1,Logan Square,North,88,68,81
98,4.5,3,Entire home/apt,4,1,2,Logan Square,North,88,68,81
45,5,5,Entire home/apt,2,0,3,Logan Square,North,88,68,81
100,5,78,Entire home/apt,3,1,1,Logan Square,North,88,68,81
185,5,103,Entire home/apt,4,2,2,Logan Square,North,88,68,81
75,4.5,3,Private room,3,1,1,Logan Square,North,88,68,81
106,5,20,Private room,2,1,2,Logan Square,North,88,68,81
78,5,6,Private room,3,1,2,Logan Square,North,88,68,81
175,4.5,3,Entire home/apt,9,2,1,Logan Square,North,88,68,81
100,5,12,Entire home/apt,6,3,1,Logan Square,North,88,68,81
80,5,18,Private room,2,1,1,Logan Square,North,88,68,81
75,4.5,45,Entire home/apt,7,3,3,Logan Square,North,88,68,81
50,5,8,Private room,2,1,1,Logan Square,North,88,68,81
119,5,13,Entire home/apt,4,2,2,Logan Square,North,88,68,81
50,5,3,Private room,1,1,1,Logan Square,North,88,68,81
79,5,4,Entire home/apt,2,1,3,Logan Square,North,88,68,81
150,5,136,Entire home/apt,9,3,NA,Logan Square,North,88,68,81
94,4.5,7,Entire home/apt,2,1,4,Logan Square,North,88,68,81
200,5,50,Entire home/apt,4,1,4,Logan Square,North,88,68,81
95,5,8,Entire home/apt,4,2,2,Logan Square,North,88,68,81
20,4.5,26,Shared room,12,1,1,Logan Square,North,88,68,81
140,5,31,Entire home/apt,4,2,2,Logan Square,North,88,68,81
15,4.5,100,Shared room,10,1,1,Logan Square,North,88,68,81
215,5,150,Entire home/apt,10,3,NA,Logan Square,North,88,68,81
129,5,23,Entire home/apt,4,1,1,Logan Square,North,88,68,81
99,5,3,Entire home/apt,2,1,3,Logan Square,North,88,68,81
30,4.5,35,Shared room,2,1,2,Logan Square,North,88,68,81
40,4.5,169,Private room,2,1,1,Logan Square,North,88,68,81
95,4.5,9,Entire home/apt,4,2,1,Logan Square,North,88,68,81
44,5,4,Private room,1,1,1,Logan Square,North,88,68,81
100,5,17,Private room,2,1,1,Logan Square,North,88,68,81
90,5,6,Entire home/apt,4,1,2,Logan Square,North,88,68,81
75,5,60,Private room,2,1,2,Logan Square,North,88,68,81
35,5,7,Private room,2,1,1,Logan Square,North,88,68,81
36,5,8,Private room,2,1,4,Logan Square,North,88,68,81
95,4.5,44,Entire home/apt,2,0,1,Logan Square,North,88,68,81
65,5,39,Private room,2,1,3,Logan Square,North,88,68,81
179,4.5,34,Entire home/apt,5,1,4,Logan Square,North,88,68,81
105,5,92,Entire home/apt,4,2,2,Logan Square,North,88,68,81
145,4.5,34,Entire home/apt,7,3,NA,Logan Square,North,88,68,81
108,5,8,Entire home/apt,4,2,2,Logan Square,North,88,68,81
123,4.5,41,Entire home/apt,6,2,NA,Logan Square,North,88,68,81
50,5,59,Private room,2,1,2,Logan Square,North,88,68,81
45,5,4,Private room,2,1,2,Logan Square,North,88,68,81
45,4.5,31,Private room,2,1,1,Logan Square,North,88,68,81
135,5,68,Entire home/apt,6,3,2,Logan Square,North,88,68,81
75,4.5,53,Entire home/apt,4,1,2,Logan Square,North,88,68,81
45,5,22,Private room,4,1,2,Logan Square,North,88,68,81
100,5,19,Entire home/apt,6,3,NA,Logan Square,North,88,68,81
275,5,41,Entire home/apt,8,2,2,Logan Square,North,88,68,81
395,5,18,Entire home/apt,14,3,1,Logan Square,North,88,68,81
180,5,13,Entire home/apt,6,3,2,Logan Square,North,88,68,81
89,5,17,Private room,2,1,2,Logan Square,North,88,68,81
60,5,4,Private room,2,1,1,Logan Square,North,88,68,81
95,5,23,Entire home/apt,4,2,2,Logan Square,North,88,68,81
80,5,22,Private room,2,1,1,Logan Square,North,88,68,81
75,5,347,Entire home/apt,4,0,NA,Logan Square,North,88,68,81
65,4.5,20,Entire home/apt,5,1,1,Logan Square,North,88,68,81
59,4.5,21,Entire home/apt,2,1,1,Logan Square,North,88,68,81
100,5,5,Entire home/apt,4,2,5,Logan Square,North,88,68,81
92,5,8,Entire home/apt,2,0,1,Logan Square,North,88,68,81
100,5,17,Entire home/apt,4,1,2,Logan Square,North,88,68,81
125,5,6,Private room,2,1,1,Logan Square,North,88,68,81
125,5,20,Entire home/apt,6,2,1,Logan Square,North,88,68,81
58,4.5,23,Private room,2,1,1,Logan Square,North,88,68,81
50,4.5,45,Private room,2,1,2,Logan Square,North,88,68,81
110,4.5,12,Entire home/apt,3,2,NA,Logan Square,North,88,68,81
39,4.5,16,Private room,2,1,1,Logan Square,North,88,68,81
129,4.5,7,Entire home/apt,8,3,5,Logan Square,North,88,68,81
90,5,75,Entire home/apt,6,2,2,Logan Square,North,88,68,81
115,5,5,Entire home/apt,2,1,1,Logan Square,North,88,68,81
125,5,8,Entire home/apt,6,3,NA,Logan Square,North,88,68,81
49,5,3,Shared room,4,1,1,Logan Square,North,88,68,81
64,5,38,Entire home/apt,2,1,3,Logan Square,North,88,68,81
110,5,11,Entire home/apt,4,2,1,Logan Square,North,88,68,81
150,5,263,Entire home/apt,5,2,2,Logan Square,North,88,68,81
110,5,65,Private room,2,1,1,Logan Square,North,88,68,81
55,5,6,Private room,2,1,1,Logan Square,North,88,68,81
100,4.5,22,Entire home/apt,2,1,7,Logan Square,North,88,68,81
46,4.5,4,Private room,2,1,1,Logan Square,North,88,68,81
135,5,8,Entire home/apt,4,1,2,Logan Square,North,88,68,81
120,4,18,Entire home/apt,6,3,1,Logan Square,North,88,68,81
49,5,10,Private room,1,1,1,Logan Square,North,88,68,81
100,4.5,31,Entire home/apt,4,2,3,Logan Square,North,88,68,81
75,5,54,Entire home/apt,2,1,3,Logan Square,North,88,68,81
70,5,26,Private room,2,1,1,Logan Square,North,88,68,81
55,5,22,Private room,1,1,3,Logan Square,North,88,68,81
105,5,36,Entire home/apt,5,2,NA,Logan Square,North,88,68,81
72,5,8,Private room,2,1,1,Logan Square,North,88,68,81
49,5,37,Private room,2,1,2,Logan Square,North,88,68,81
540,5,43,Entire home/apt,6,3,1,Logan Square,North,88,68,81
75,4.5,3,Private room,2,1,1,Logan Square,North,88,68,81
60,5,40,Private room,2,1,1,Logan Square,North,88,68,81
60,5,14,Private room,4,1,1,Logan Square,North,88,68,81
170,5,137,Entire home/apt,7,2,1,Logan Square,North,88,68,81
99,4.5,17,Entire home/apt,4,1,1,Logan Square,North,88,68,81
100,5,12,Entire home/apt,2,1,2,Logan Square,North,88,68,81
80,5,57,Private room,2,1,1,Logan Square,North,88,68,81
29,4.5,42,Private room,2,1,NA,Logan Square,North,88,68,81
55,5,8,Private room,2,1,2,Logan Square,North,88,68,81
129,5,59,Entire home/apt,8,3,2,Logan Square,North,88,68,81
75,5,23,Private room,2,1,1,Logan Square,North,88,68,81
125,5,9,Private room,2,1,1,Logan Square,North,88,68,81
140,5,166,Entire home/apt,3,2,NA,Logan Square,North,88,68,81
59,5,119,Private room,2,1,1,Logan Square,North,88,68,81
42,5,100,Private room,2,1,1,Logan Square,North,88,68,81
45,4.5,25,Private room,2,1,1,Logan Square,North,88,68,81
70,5,13,Private room,2,1,3,Logan Square,North,88,68,81
135,5,9,Entire home/apt,6,3,2,Logan Square,North,88,68,81
329,4.5,75,Entire home/apt,12,5,NA,Logan Square,North,88,68,81
200,5,9,Entire home/apt,5,3,2,Logan Square,North,88,68,81
60,4.5,29,Private room,1,1,1,Logan Square,North,88,68,81
40,4.5,54,Private room,2,1,1,Logan Square,North,88,68,81
36,5,37,Private room,2,1,NA,Logan Square,North,88,68,81
120,5,26,Entire home/apt,4,2,2,Montclare,Northwest,74,58,63
110,4.5,27,Entire home/apt,4,2,2,Montclare,Northwest,74,58,63
120,5,4,Entire home/apt,5,2,2,Montclare,Northwest,74,58,63
240,5,4,Entire home/apt,10,4,2,Montclare,Northwest,74,58,63
105,5,3,Entire home/apt,4,2,1,Montclare,Northwest,74,58,63
100,5,4,Private room,4,1,2,North Center,North,88,66,71
139,5,29,Entire home/apt,5,2,NA,North Center,North,88,66,71
42,5,89,Private room,2,1,4,North Center,North,88,66,71
109,4.5,28,Entire home/apt,3,1,NA,North Center,North,88,66,71
165,5,136,Entire home/apt,2,1,1,North Center,North,88,66,71
172,5,69,Entire home/apt,6,2,NA,North Center,North,88,66,71
65,5,10,Private room,2,1,1,North Center,North,88,66,71
250,3.5,7,Entire home/apt,6,2,3,North Center,North,88,66,71
140,4.5,17,Entire home/apt,8,2,2,North Center,North,88,66,71
140,4.5,30,Entire home/apt,3,1,3,North Center,North,88,66,71
145,5,31,Entire home/apt,3,2,2,North Center,North,88,66,71
100,5,8,Private room,4,1,2,North Center,North,88,66,71
84,5,111,Private room,2,1,2,North Center,North,88,66,71
78,5,20,Private room,2,1,2,North Center,North,88,66,71
95,5,55,Entire home/apt,3,1,3,North Center,North,88,66,71
126,5,17,Entire home/apt,6,2,NA,North Center,North,88,66,71
65,4.5,14,Private room,2,1,1,North Center,North,88,66,71
125,5,3,Entire home/apt,2,1,2,North Center,North,88,66,71
35,4.5,53,Private room,2,1,1,North Center,North,88,66,71
130,5,30,Entire home/apt,3,1,2,North Center,North,88,66,71
128,5,89,Entire home/apt,9,2,2,North Center,North,88,66,71
69,5,102,Private room,4,1,2,North Center,North,88,66,71
150,5,8,Entire home/apt,5,2,3,North Center,North,88,66,71
109,4.5,14,Entire home/apt,5,2,3,North Center,North,88,66,71
239,5,27,Entire home/apt,6,3,2,North Center,North,88,66,71
150,5,37,Entire home/apt,6,2,1,North Center,North,88,66,71
99,5,13,Entire home/apt,6,3,1,North Center,North,88,66,71
49,4,7,Entire home/apt,2,1,NA,North Center,North,88,66,71
120,5,9,Entire home/apt,3,2,2,North Center,North,88,66,71
135,5,5,Entire home/apt,4,2,2,North Center,North,88,66,71
116,4.5,24,Entire home/apt,4,2,3,North Center,North,88,66,71
90,4.5,8,Private room,1,1,1,North Center,North,88,66,71
54,5,7,Entire home/apt,4,2,3,North Center,North,88,66,71
95,4.5,5,Entire home/apt,2,0,1,North Center,North,88,66,71
42,5,3,Private room,2,1,1,North Center,North,88,66,71
100,5,4,Entire home/apt,2,1,2,North Center,North,88,66,71
65,4.5,3,Private room,2,1,1,North Center,North,88,66,71
200,4.5,3,Entire home/apt,7,3,3,North Park,Far North,73,54,72
130,5,35,Entire home/apt,6,3,2,North Park,Far North,73,54,72
51,5,3,Private room,2,1,2,North Park,Far North,73,54,72
75,5,15,Entire home/apt,2,1,3,North Park,Far North,73,54,72
135,4.5,6,Entire home/apt,2,1,1,North Park,Far North,73,54,72
100,5,19,Private room,2,1,2,North Park,Far North,73,54,72
49,4.5,7,Private room,2,1,1,North Park,Far North,73,54,72
95,5,75,Entire home/apt,4,1,1,O'Hare,Far North,57,51,44
80,5,9,Private room,2,1,1,O'Hare,Far North,57,51,44
100,5,6,Entire home/apt,2,2,3,O'Hare,Far North,57,51,44
60,5,15,Private room,2,1,2,O'Hare,Far North,57,51,44
51,5,44,Private room,2,1,1,O'Hare,Far North,57,51,44
99,3.5,4,Entire home/apt,3,2,1,Portage Park,Northwest,74,59,64
24,5,4,Shared room,4,1,2,Portage Park,Northwest,74,59,64
39,4.5,6,Private room,2,1,1,Portage Park,Northwest,74,59,64
250,4,43,Entire home/apt,10,4,1,Portage Park,Northwest,74,59,64
22,4.5,6,Shared room,4,1,2,Portage Park,Northwest,74,59,64
54,5,21,Private room,2,1,1,Portage Park,Northwest,74,59,64
39,5,8,Private room,3,1,2,Portage Park,Northwest,74,59,64
45,5,14,Private room,1,1,2,Portage Park,Northwest,74,59,64
25,5,4,Shared room,3,1,NA,Portage Park,Northwest,74,59,64
55,5,13,Private room,2,1,2,Portage Park,Northwest,74,59,64
79,4,3,Entire home/apt,2,2,1,Portage Park,Northwest,74,59,64
29,4.5,22,Shared room,4,1,1,Portage Park,Northwest,74,59,64
29,5,9,Shared room,4,1,NA,Portage Park,Northwest,74,59,64
74,5,7,Entire home/apt,4,1,1,Portage Park,Northwest,74,59,64
86,4.5,106,Entire home/apt,5,2,1,Portage Park,Northwest,74,59,64
29,4.5,6,Shared room,3,1,2,Portage Park,Northwest,74,59,64
52,4.5,16,Private room,2,1,2,Portage Park,Northwest,74,59,64
225,5,133,Entire home/apt,8,3,3,Portage Park,Northwest,74,59,64
20,4.5,6,Shared room,8,1,NA,Portage Park,Northwest,74,59,64
55,4.5,22,Private room,2,1,1,Portage Park,Northwest,74,59,64
55,4.5,7,Entire home/apt,2,0,4,Rogers Park,Far North,86,74,73
30,4.5,35,Private room,1,1,1,Rogers Park,Far North,86,74,73
40,4.5,20,Private room,2,1,1,Rogers Park,Far North,86,74,73
35,4,5,Entire home/apt,3,0,1,Rogers Park,Far North,86,74,73
45,5,24,Private room,2,1,1,Rogers Park,Far North,86,74,73
35,5,14,Private room,1,1,1,Rogers Park,Far North,86,74,73
40,4.5,14,Private room,2,1,1,Rogers Park,Far North,86,74,73
149,5,4,Entire home/apt,4,2,2,Rogers Park,Far North,86,74,73
39,5,10,Private room,1,1,2,Rogers Park,Far North,86,74,73
103,5,8,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73
45,4.5,77,Private room,4,1,1,Rogers Park,Far North,86,74,73
159,4.5,9,Entire home/apt,4,2,1,Rogers Park,Far North,86,74,73
169,5,8,Entire home/apt,6,3,2,Rogers Park,Far North,86,74,73
105,5,43,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73
48,4.5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73
85,4.5,12,Private room,2,1,1,Rogers Park,Far North,86,74,73
95,4.5,25,Entire home/apt,2,1,3,Rogers Park,Far North,86,74,73
45,5,7,Shared room,1,1,2,Rogers Park,Far North,86,74,73
350,5,6,Entire home/apt,10,4,4,Rogers Park,Far North,86,74,73
45,5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73
52,5,19,Private room,2,1,2,Rogers Park,Far North,86,74,73
65,4.5,11,Private room,2,1,2,Rogers Park,Far North,86,74,73
150,5,4,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73
59,5,126,Private room,2,1,2,Rogers Park,Far North,86,74,73
50,5,40,Private room,2,1,1,Rogers Park,Far North,86,74,73
40,5,3,Private room,1,1,2,Rogers Park,Far North,86,74,73
120,4,54,Entire home/apt,8,3,NA,Rogers Park,Far North,86,74,73
80,5,13,Entire home/apt,4,0,1,Rogers Park,Far North,86,74,73
85,4.5,40,Entire home/apt,4,1,2,Rogers Park,Far North,86,74,73
60,4.5,22,Private room,2,1,1,Rogers Park,Far North,86,74,73
57,4.5,15,Entire home/apt,3,1,2,Rogers Park,Far North,86,74,73
75,5,4,Entire home/apt,3,2,2,Rogers Park,Far North,86,74,73
67,5,16,Private room,2,1,2,Rogers Park,Far North,86,74,73
65,5,30,Private room,2,1,1,Rogers Park,Far North,86,74,73
19,4.5,17,Shared room,1,1,2,Rogers Park,Far North,86,74,73
100,4.5,22,Entire home/apt,4,0,1,Rogers Park,Far North,86,74,73
50,5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73
32,5,3,Private room,2,1,2,Rogers Park,Far North,86,74,73
75,5,67,Private room,2,1,1,Rogers Park,Far North,86,74,73
90,4,3,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73
59,5,109,Private room,2,1,2,Rogers Park,Far North,86,74,73
96,5,62,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73
63,4.5,29,Private room,2,1,5,Rogers Park,Far North,86,74,73
45,5,34,Private room,2,1,2,Rogers Park,Far North,86,74,73
63,5,18,Private room,1,1,2,Rogers Park,Far North,86,74,73
50,5,226,Private room,2,1,1,Rogers Park,Far North,86,74,73
88,5,18,Private room,6,1,2,Rogers Park,Far North,86,74,73
86,4.5,17,Entire home/apt,6,2,1,Rogers Park,Far North,86,74,73
44,4.5,4,Shared room,2,1,1,Rogers Park,Far North,86,74,73
69,5,96,Private room,2,1,2,Rogers Park,Far North,86,74,73
25,4.5,3,Shared room,1,1,1,Rogers Park,Far North,86,74,73
42,4.5,3,Private room,2,1,7,Rogers Park,Far North,86,74,73
120,4.5,11,Entire home/apt,4,2,NA,Rogers Park,Far North,86,74,73
40,4.5,70,Private room,2,1,1,Rogers Park,Far North,86,74,73
95,4.5,14,Entire home/apt,3,1,2,Rogers Park,Far North,86,74,73
45,5,54,Private room,2,1,2,Rogers Park,Far North,86,74,73
100,4.5,11,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73
120,5,100,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73
50,5,24,Private room,2,1,2,Rogers Park,Far North,86,74,73
51,5,10,Private room,2,1,1,Rogers Park,Far North,86,74,73
75,4.5,22,Private room,3,1,1,Rogers Park,Far North,86,74,73
50,5,6,Private room,2,1,2,Rogers Park,Far North,86,74,73
240,5,19,Entire home/apt,6,3,2,Rogers Park,Far North,86,74,73
195,5,5,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73
59,4,9,Entire home/apt,2,1,7,Rogers Park,Far North,86,74,73
75,5,10,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73
50,4.5,4,Private room,2,1,1,Rogers Park,Far North,86,74,73
100,4.5,14,Entire home/apt,4,0,NA,Rogers Park,Far North,86,74,73
75,5,7,Private room,2,1,2,Rogers Park,Far North,86,74,73
58,5,5,Entire home/apt,3,1,1,Rogers Park,Far North,86,74,73
109,4.5,105,Entire home/apt,7,2,3,Rogers Park,Far North,86,74,73
124,5,37,Entire home/apt,6,2,1,Rogers Park,Far North,86,74,73
50,5,20,Private room,2,1,1,Rogers Park,Far North,86,74,73
55,4.5,48,Private room,2,1,1,Rogers Park,Far North,86,74,73
45,5,47,Private room,2,1,2,Rogers Park,Far North,86,74,73
100,4,63,Entire home/apt,6,2,NA,Rogers Park,Far North,86,74,73
30,4.5,10,Shared room,3,1,1,Rogers Park,Far North,86,74,73
65,4.5,123,Entire home/apt,5,2,1,Rogers Park,Far North,86,74,73
75,5,64,Private room,2,1,2,Rogers Park,Far North,86,74,73
45,5,9,Private room,2,1,1,Rogers Park,Far North,86,74,73
55,5,10,Entire home/apt,3,2,3,Rogers Park,Far North,86,74,73
34,5,12,Private room,2,1,2,Rogers Park,Far North,86,74,73
100,4.5,3,Shared room,4,1,1,Rogers Park,Far North,86,74,73
55,4,61,Private room,4,1,1,Rogers Park,Far North,86,74,73
41,4.5,22,Private room,2,1,2,Rogers Park,Far North,86,74,73
33,4.5,38,Shared room,2,1,5,Rogers Park,Far North,86,74,73
100,4.5,17,Entire home/apt,4,1,2,Rogers Park,Far North,86,74,73
63,5,11,Private room,1,1,2,Rogers Park,Far North,86,74,73
120,4.5,26,Entire home/apt,5,1,2,Rogers Park,Far North,86,74,73
37,5,195,Private room,2,1,1,Rogers Park,Far North,86,74,73
120,4.5,3,Entire home/apt,4,1,7,Rogers Park,Far North,86,74,73
103,4.5,15,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73
50,3.5,34,Entire home/apt,4,1,1,Rogers Park,Far North,86,74,73
200,5,15,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73
50,4.5,17,Private room,2,1,1,Rogers Park,Far North,86,74,73
75,5,19,Private room,2,1,2,Rogers Park,Far North,86,74,73
200,5,6,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73
45,4,3,Shared room,3,1,2,Rogers Park,Far North,86,74,73
85,4.5,3,Entire home/apt,4,1,1,Rogers Park,Far North,86,74,73
40,5,5,Entire home/apt,2,1,1,Rogers Park,Far North,86,74,73
100,4.5,8,Entire home/apt,3,1,2,Rogers Park,Far North,86,74,73
85,5,5,Private room,2,1,1,Rogers Park,Far North,86,74,73
35,2.5,4,Private room,2,1,2,Rogers Park,Far North,86,74,73
55,5,9,Private room,2,1,1,Rogers Park,Far North,86,74,73
110,5,20,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73
48,5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73
127,4.5,39,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73
75,5,15,Entire home/apt,2,1,1,Rogers Park,Far North,86,74,73
400,5,7,Entire home/apt,6,2,1,Rogers Park,Far North,86,74,73
120,5,21,Entire home/apt,4,2,3,Rogers Park,Far North,86,74,73
149,5,10,Entire home/apt,5,2,4,Rogers Park,Far North,86,74,73
85,4.5,13,Private room,2,1,2,Rogers Park,Far North,86,74,73
30,4.5,7,Private room,2,1,1,Rogers Park,Far North,86,74,73
10,5,4,Shared room,1,1,1,Rogers Park,Far North,86,74,73
65,5,50,Private room,2,1,2,Rogers Park,Far North,86,74,73
60,5,26,Private room,2,1,2,Rogers Park,Far North,86,74,73
145,5,56,Entire home/apt,8,2,2,Rogers Park,Far North,86,74,73
120,4.5,31,Entire home/apt,6,2,NA,Rogers Park,Far North,86,74,73
71,5,26,Private room,2,1,2,Rogers Park,Far North,86,74,73
159,5,93,Entire home/apt,4,2,2,Rogers Park,Far North,86,74,73
55,5,12,Entire home/apt,4,1,2,Rogers Park,Far North,86,74,73
56,5,5,Entire home/apt,4,0,1,Rogers Park,Far North,86,74,73
45,4.5,4,Entire home/apt,2,1,1,Rogers Park,Far North,86,74,73
100,4.5,28,Entire home/apt,2,2,1,Uptown,Far North,91,79,82
975,5,50,Entire home/apt,16,5,2,Uptown,Far North,91,79,82
199,5,10,Entire home/apt,2,1,NA,Uptown,Far North,91,79,82
60,5,4,Private room,4,1,1,Uptown,Far North,91,79,82
69,5,33,Private room,3,1,1,Uptown,Far North,91,79,82
85,5,8,Shared room,4,1,1,Uptown,Far North,91,79,82
27,5,10,Shared room,1,1,3,Uptown,Far North,91,79,82
48,5,88,Private room,1,1,3,Uptown,Far North,91,79,82
131,5,4,Entire home/apt,5,3,3,Uptown,Far North,91,79,82
200,5,12,Entire home/apt,3,2,3,Uptown,Far North,91,79,82
99,4.5,21,Entire home/apt,2,1,7,Uptown,Far North,91,79,82
160,5,4,Entire home/apt,7,2,3,Uptown,Far North,91,79,82
75,5,23,Private room,3,1,1,Uptown,Far North,91,79,82
105,5,5,Private room,3,1,1,Uptown,Far North,91,79,82
90,5,6,Entire home/apt,4,1,1,Uptown,Far North,91,79,82
85,4.5,3,Entire home/apt,2,1,2,Uptown,Far North,91,79,82
110,5,34,Entire home/apt,3,1,NA,Uptown,Far North,91,79,82
95,5,3,Entire home/apt,2,0,2,Uptown,Far North,91,79,82
17,5,17,Shared room,1,1,1,Uptown,Far North,91,79,82
75,5,3,Private room,2,1,1,Uptown,Far North,91,79,82
80,4.5,7,Entire home/apt,4,2,3,Uptown,Far North,91,79,82
95,4.5,17,Entire home/apt,2,0,2,Uptown,Far North,91,79,82
111,4.5,21,Entire home/apt,2,1,2,Uptown,Far North,91,79,82
188,5,26,Entire home/apt,4,2,NA,Uptown,Far North,91,79,82
65,5,7,Private room,2,1,2,Uptown,Far North,91,79,82
50,5,8,Entire home/apt,2,0,1,Uptown,Far North,91,79,82
90,4.5,31,Entire home/apt,3,0,1,Uptown,Far North,91,79,82
58,5,60,Private room,2,1,1,Uptown,Far North,91,79,82
